id;hip;hd;hr;gl;bf;proper;ra;dec;dist;pmra;pmdec;rv;mag;absmag;spect;ci;x;y;z;Xn;Yn;Zn;rarad;decrad;bayer;flam;con;comp;comp_primary;base;lum;var;var_min;var_max
49496;49637;87837;3980;;31    Leo;;10.131742;9.997508;90.5797;-81.1;-64.2;41;4.39;-0.395;K4III;1.448;-78.745563;41.911852;15.725184;-0.869351113;0.462706898;0.173606051;2.652483873;0.174489429;;31;Leo;1;49496;;125.3141175;;;
49500;49641;87887;3981;;15Alp Sex;;10.1323;-0.371637;86.881;-26.17;-3.65;7;4.48;-0.215;A0III;-0.032;-76.698775;40.80808;-0.563531;-0.882802627;0.469700855;-0.00648624;2.652629954;-0.006486284;Alp;15;Sex;1;49500;;106.1695557;;;
49528;49669;87901;3982;;32Alp Leo;Regulus;10.139532;11.967207;24.3132;-249.4;4.91;6;1.36;-0.569;B7V;-0.087;-21.018857;11.132218;5.041397;-0.864503932;0.457867249;0.207352261;2.654523172;0.208867165;Alp;32;Leo;1;49528;;147.0957077;;;
49571;49712;88206;3990;;;;10.148957;-51.811261;408.1633;-14.6;0.51;14;4.85;-3.204;B3IV;-0.12;-223.293293;117.558256;-320.807643;-0.547068521;0.288017703;-0.785978659;2.656990722;-0.904277086;;;Vel;1;49571;;1665.712328;;;
49700;49841;88284;3994;;41Lam Hya;;10.176467;-12.354083;34.5066;-200.33;-100.28;19;3.61;0.92;K0III;1.007;-29.938956;15.487743;-7.382812;-0.867629845;0.448834223;-0.21395362;2.664192756;-0.215619423;Lam;41;Hya;1;49700;;37.32501578;;;
49958;50099;89080;4037;;Ome Car;;10.228961;-70.037903;104.8218;-35.73;7.55;7;3.29;-1.812;B8III;-0.074;-32.00779;16.00439;-98.524026;-0.305354325;0.152681885;-0.939919234;2.677935611;-1.222392013;Ome;;Car;1;49958;;462.1681361;;;
50050;50191;88955;4023;;;;10.245607;-42.121942;31.0752;-150.68;49.84;7;3.85;1.388;A2V;0.051;-20.660362;10.218175;-20.842511;-0.664850492;0.328820893;-0.670712047;2.682293682;-0.735166568;;;Vel;1;50050;;24.25492857;;;
50193;50335;89025;4031;;36Zet Leo;;10.278171;23.417311;84.0336;19.84;-7.3;-16;3.43;-1.192;F0III;0.307;-69.409312;33.594777;33.397009;-0.825970945;0.39977791;0.397424471;2.690818894;0.408709172;Zet;36;Leo;1;50193;;261.0958687;;;
50229;50371;89388;4050;;;;10.28472;-61.332304;201.6129;-24.25;6.38;8;3.39;-3.133;K3II;1.541;-87.13034;41.987831;-176.898605;-0.432166493;0.208259645;-0.877417095;2.692533333;-1.070450645;;;Car;1;50229;;1560.270869;V337;3.401;3.381
50230;50372;89021;4033;;33Lam UMa;;10.284952;42.914365;42.1585;-170.11;-42.64;18;3.45;0.326;A2IV;0.029;-27.815454;13.402145;28.706022;-0.65978282;0.317899;0.680907101;2.692594169;0.748996963;Lam;33;UMa;1;50230;;64.50598333;;;
50413;50555;89682;4063;;;;10.326877;-55.029305;568.1818;-14.79;4.03;13;4.59;-4.182;K3II;1.6;-294.912958;138.127708;-465.594001;-0.519046823;0.243104774;-0.819445468;2.703570027;-0.960442551;;;Vel;1;50413;;4100.152405;GZ;4.614;4.574
50422;50564;89449;4054;Gl 388.1;40    Leo;;10.328938;19.470914;21.3675;-229.99;-214.66;6.1;4.78;3.131;F6IV;0.452;-18.248265;8.534898;7.122411;-0.854019656;0.399433626;0.333329168;2.704109588;0.33983156;;40;Leo;1;50422;;4.870796665;;;
50440;50583;89484;4057;;41Gam1Leo;Algieba;10.332873;19.841489;39.8883;310.77;-152.88;-37;2.01;-0.994;K0III;1.128;-34.002797;15.860719;13.53874;-0.852450393;0.397628352;0.33941632;2.705139837;0.346299306;Gam-1;41;Leo;1;50440;;217.5704951;;;
50532;50676;89890;4074;;;;10.348557;-56.04322;352.1127;-18.15;1.49;10;4.5;-3.233;B3III;-0.102;-178.581258;82.409049;-292.063178;-0.507170738;0.234041683;-0.829459369;2.709245826;-0.978138718;;;Vel;1;50532;;1710.802988;MV;4.51;4.49
50653;50799;89998;4080;;;;10.372108;-41.64996;62.5;-27.23;60.77;21;4.82;0.841;K1IIIvar;1.095;-42.523932;19.306177;-41.536251;-0.680382912;0.308898832;-0.664580016;2.715411617;-0.726928938;;;Vel;1;50653;;40.14209182;;;
50655;50801;89758;4069;;34Mu  UMa;;10.372155;41.499516;70.6215;-80.47;34.1;-21;3.06;-1.185;M0III SB;1.603;-48.161684;21.865099;46.794651;-0.681969145;0.309609666;0.662611967;2.7154237;0.724303198;Mu;34;UMa;1;50655;;259.4179362;;;
50702;50847;90264;4089;;;;10.382824;-66.901498;123.1527;-22.84;11.04;12;4.97;-0.482;B8V;-0.128;-44.04861;19.849599;-113.279863;-0.35767474;0.161178756;-0.919832557;2.718216929;-1.16765142;;;Car;1;50702;;135.7688064;;;
50788;50933;89822;4072;Wo 9327;;;10.402182;65.566423;104.0583;-8.93;-20.83;-2.6;4.94;-0.146;A0sp...;-0.052;-39.331229;17.484507;94.738965;-0.377973011;0.168026068;0.910441214;2.723284761;1.144349958;;;UMa;1;50788;;99.6322642;ET;4.949;4.929
50809;50954;90589;4102;Gl 391;;;10.406592;-74.031612;16.2232;-16.12;-27.63;-4.7;3.99;2.939;F2IV;0.369;-4.080371;1.808276;-15.597165;-0.251514559;0.11146235;-0.961411127;2.724439403;-1.292095376;;;Car;1;50809;;5.812995677;;;
50911;51056;90277;4090;;30    LMi;;10.431895;33.79612;71.5308;-75.28;-59;14;4.72;0.448;F0V;0.26;-54.504577;23.72371;39.788315;-0.761973541;0.331657272;0.556240319;2.731063808;0.589853571;;30;LMi;1;50911;;57.65009138;;;
50924;51069;90432;4094;;42Mu  Hya;;10.434842;-16.83629;71.7875;-128.51;-80.06;40;3.83;-0.45;K4III;1.456;-63.022703;27.373482;-20.792498;-0.877906363;0.381312652;-0.289639533;2.731835161;-0.293848701;Mu;42;Hya;1;50924;;131.8256739;;;
51027;51172;90610;4104;;Alp Ant;;10.45253;-31.067779;112.2334;-80.42;9.63;12;4.28;-0.971;K4III;1.429;-88.352579;37.890013;-57.918293;-0.787221799;0.337600153;-0.5160522;2.736466021;-0.542235031;Alp;;Ant;1;51027;;213.0100037;;;
51047;51192;90772;4110;;;;10.456798;-57.638805;100000;-6.71;3.72;-1;4.65;-15.35;A6Ia;0.474;-49216.26625;21041.30529;-84469.06301;-0.492162663;0.210413053;-0.84469063;2.737583421;-1.005986917;;;Car;1;51047;;120226443.5;V399;4.682;4.622
51087;51232;90853;4114;;;;10.464649;-58.739403;411.5226;-13.25;2.21;9;3.81;-4.262;F2II;0.317;-196.531535;83.545339;-351.776134;-0.477571669;0.20301519;-0.854816076;2.739638764;-1.025195984;;;Car;1;51087;;4413.671435;;;
51089;51233;90537;4100;;31Bet LMi;;10.464727;36.707212;47.1921;-127.52;-109.62;6;4.2;0.831;G8III-IV;0.908;-34.818822;14.800637;28.20798;-0.737810396;0.31362531;0.597726738;2.739659183;0.640661703;Bet;31;LMi;1;51089;;40.51352202;;;
51291;51438;91375;4138;;;;10.505581;-71.992793;79.8722;27.94;-30.04;8;4.72;0.208;A2III;0.042;-22.825726;9.415606;-75.95994;-0.285778106;0.117883394;-0.951018502;2.750354654;-1.256511273;;;Car;1;51291;;71.91177358;;;
51312;51459;90839;4112;Gl 395;36    UMa;;10.510461;55.980536;12.7796;-177.02;-33.45;8.6;4.82;4.287;F8V;0.541;-6.613102;2.718087;10.592404;-0.517473317;0.212689521;0.828852546;2.751632358;0.977044674;;36;UMa;1;51312;;1.679577314;;;
51348;51495;91496;4142;;;;10.517242;-73.22149;316.4557;-7.45;7.64;11;4.94;-2.562;K4/K5III;1.677;-84.555297;34.577704;-302.983592;-0.267194735;0.109265543;-0.957428139;2.753407441;-1.277956088;;;Car;1;51348;;922.1466651;;;
51375;51523;91324;4134;Gl 397.2;;;10.522775;-53.715484;21.8103;-418.76;209.46;21;4.89;3.197;F6V;0.5;-11.954013;4.868385;-17.581178;-0.54809026;0.223214949;-0.806095194;2.754856088;-0.937512048;;;Vel;1;51375;;4.583529174;;;
51428;51576;91465;4140;;;;10.533743;-61.685332;148.1481;-16.59;11.42;26;3.3;-2.553;B4Vne;-0.089;-65.154868;26.316211;-130.423268;-0.439795502;0.177634482;-0.880357345;2.757727415;-1.076612152;;;Car;1;51428;;914.5343031;PP;3.448;3.218
51475;51624;91316;4133;;47Rho Leo;;10.546853;9.306586;100000;-5.57;-3.59;42;3.84;-16.16;B1Ib SB;-0.148;-91628.21995;36643.48097;16171.72491;-0.916282199;0.36643481;0.161717249;2.761159733;0.16243056;Rho;47;Leo;1;51475;;253512863;;;
51509;51658;91312;4132;;;;10.553865;40.42556;34.626;-142.04;8;9;4.72;2.023;A7IV;0.222;-24.492411;9.742819;22.453613;-0.707341622;0.281372928;0.64846107;2.762995416;0.705559121;;;UMa;1;51509;;13.51450054;;;
51659;51808;91190;4126;;;;10.584878;75.712948;75.815;-45.58;-14.96;17;4.86;0.461;K0III;0.957;-17.440256;6.774144;73.470305;-0.230037011;0.089350973;0.969073468;2.771114648;1.321440221;;;Dra;1;51659;;56.96393733;;;
51690;51839;92305;4174;;Gam Cha;;10.591166;-78.607786;128.041;-38;11.53;-22;4.11;-1.427;M0III;1.58;-23.590237;9.118277;-125.518147;-0.184239712;0.071213728;-0.980296522;2.77276067;-1.371964677;Gam;;Cha;1;51690;;324.1902878;;;
51700;51849;91942;4159;;;;10.59314;-57.557636;361.0108;-15.43;-0.16;10;4.45;-3.338;K3/K4II;1.604;-180.676542;69.727876;-304.668464;-0.500474063;0.193146233;-0.843931716;2.773277678;-1.004570255;;;Car;1;51700;;1884.516742;;;
51830;51979;92036;4162;;;;10.620481;-27.412634;149.4768;-112.98;21.52;17;4.87;-1.003;M1III;1.626;-124.132537;46.887988;-68.818523;-0.830446845;0.313680705;-0.460396015;2.78043551;-0.478440724;;;Hya;1;51830;;219.3814992;;;
51837;51986;92139;4167;;;;10.621717;-48.22562;26.8384;-131.48;-1.58;19;3.84;1.696;A3m+...;0.3;-16.728402;6.3126;-20.015507;-0.623301016;0.235207762;-0.745778698;2.780758919;-0.841695854;;;Vel;1;51837;;18.26417249;;;
51860;52009;92055;4163;;;;10.625909;-13.384543;208.3333;41.74;-37.83;-25;4.89;-1.704;C;2.8;-189.701165;71.346928;-48.226078;-0.910565738;0.342465309;-0.231485211;2.781856424;-0.233604342;;;Hya;1;51860;;418.4080196;U;5.005;4.745
51934;52085;92214;4171;;Phi3Hya;;10.643043;-16.876572;64.5578;-98.57;26.75;18;4.91;0.86;G8III;0.922;-57.920169;21.487818;-18.741882;-0.897183129;0.332846194;-0.290311659;2.786342193;-0.294551744;Phi-3;;Hya;1;51934;;39.44573021;;;
51947;52098;92125;4166;;37    LMi;;10.645337;31.976237;177.305;0.1;7.18;-7;4.68;-1.564;G0II;0.823;-141.042262;52.228946;93.894934;-0.795478199;0.294571197;0.529567322;2.786942668;0.558090627;;37;LMi;1;51947;;367.7900704;;;
51951;52102;92397;4177;;;;10.645834;-59.182997;719.4245;-14.29;0.79;11;4.69;-4.595;K4/K5III:;1.562;-345.64003;127.941972;-617.847533;-0.480439615;0.177839331;-0.858808024;2.787072947;-1.032938159;;;Car;1;51951;;5997.910763;;;
52003;52154;92449;4180;;;;10.655112;-55.603268;257.732;-18.87;4.31;20;4.29;-2.766;G2II;1.025;-136.666108;50.211211;-212.666606;-0.530264414;0.194819468;-0.825146299;2.789501673;-0.97046011;;;Vel;1;52003;;1112.756142;;;
52219;52370;92938;4196;;;;10.703926;-64.466426;139.0821;-17.75;11.27;24;4.76;-0.956;B3V;-0.139;-56.531903;19.953693;-125.498543;-0.406464261;0.14346701;-0.902334254;2.802281274;-1.125151396;;;Car;1;52219;;210.0873969;V518;4.807;4.647
52268;52419;93030;4199;;The Car;;10.715949;-64.39445;139.6648;-18.87;12.06;24;2.74;-2.985;B0Vp;-0.22;-56.980945;19.910719;-125.948607;-0.407983579;0.142560753;-0.901792055;2.805428833;-1.123895171;The;;Car;1;52268;;1361.444682;;;
52317;52468;93070;4200;;;;10.725639;-60.566619;349.6503;-15.22;3.12;9;4.58;-3.138;K3Ib;1.7;-162.347956;56.267084;-304.520188;-0.46431522;0.160923883;-0.870927861;2.807965603;-1.057086925;;;Car;1;52317;;1567.472752;V520;4.604;4.534
52351;52502;93194;4205;;;;10.735258;-63.961072;150.8296;-17.06;11.97;26;4.8;-1.092;B5Vn;-0.134;-62.61507;21.524887;-135.52;-0.415137811;0.142709965;-0.898497377;2.810483849;-1.116331291;;;Car;1;52351;;238.1222623;;;
52481;52633;93845;4234;;Del2Cha;;10.763087;-80.540188;107.5269;-37.33;6.19;23;4.45;-0.708;B2.5IV;-0.188;-16.754133;5.623468;-106.064858;-0.15581341;0.052298244;-0.986403012;2.817769639;-1.405691455;Del-2;;Cha;1;52481;;167.1860357;;;
52575;52727;93497;4216;;Mu  Vel;;10.779488;-49.420255;35.9195;62.55;-53.57;6;2.69;-0.087;G5III SB;0.901;-22.183186;7.339648;-27.280949;-0.61758059;0.204336029;-0.759502471;2.822063485;-0.862546172;Mu;;Vel;1;52575;;94.36262203;;;
52584;52736;93607;4222;;;;10.780898;-64.383474;147.2754;-18.61;9.33;16;4.87;-0.971;B3IV;-0.149;-60.458367;19.978993;-132.799515;-0.410512326;0.135657367;-0.901708738;2.822432528;-1.123703609;;;Car;1;52584;;213.0100037;;;
52789;52943;93813;4232;;Nu  Hya;;10.827079;-16.193648;44.0723;92.77;199.02;-1;3.11;-0.111;K0/K1III;1.232;-40.343946;12.793047;-12.291085;-0.915403689;0.290274095;-0.278884583;2.834522779;-0.28263248;Nu;;Hya;1;52789;;96.47171519;;;
53075;53229;94264;4247;;46    LMi;;10.888526;34.214871;29.0867;92.47;-286.06;16;3.79;1.472;K0III-IV;1.04;-23.041794;6.900625;16.355475;-0.792176287;0.237243311;0.562300811;2.850609451;0.597162153;;46;LMi;1;53075;;22.44915508;;;
53099;53253;94510;4257;Gl 404.1;;;10.891559;-58.853171;29.129;79.75;38.65;8.1;3.78;1.458;K0III-IV...;0.945;-14.436596;4.310989;-24.92996;-0.495609049;0.147996464;-0.855846751;2.851403499;-1.027181604;;;Car;1;53099;;22.74049951;;;
53141;53295;94334;4248;;45Ome UMa;;10.899648;43.189956;75.5287;44.78;-24.43;-17;4.66;0.269;A1Vs;-0.039;-52.7979;15.644705;51.693196;-0.699044204;0.207135897;0.684417923;2.853521119;0.753806935;Ome;45;UMa;1;53141;;67.98294905;;;
53262;53417;94601;4259;;54    Leo;;10.92689;24.749718;87.9507;-78.41;-14.89;5;4.3;-0.421;A1;0.016;-76.740685;22.145239;36.821043;-0.87254206;0.251791504;0.418655485;2.860652982;0.431964072;;54;Leo;1;53262;;128.3512197;;;
53347;53502;94890;4273;;Iot Ant;;10.945289;-37.137765;58.2751;74.96;-124.5;-0.2;4.6;0.773;K0III;1.006;-44.696342;12.665166;-35.182633;-0.76698868;0.217334093;-0.60373355;2.865469929;-0.648176283;Iot;;Ant;1;53347;;42.73660315;;;
53584;53740;95272;4287;;7Alp Crt;;10.996244;-18.298783;48.8043;-462.39;129.11;47;4.08;0.638;K1III;1.079;-44.746057;12.036889;-15.32333;-0.91684661;0.246635829;-0.313974998;2.87880999;-0.319374019;Alp;7;Crt;1;53584;;48.39494493;;;
53618;53773;95370;4293;;;;11.002572;-42.225859;60.1685;23;4.5;-5;4.37;0.473;A3IV;0.116;-43.044414;11.502641;-40.436502;-0.715397824;0.191173804;-0.672054347;2.880466612;-0.736980262;;;Vel;1;53618;;56.33781509;;;
53651;53807;95345;4291;;58    Leo;;11.009347;3.617494;110.4972;15.66;-16.24;6;4.84;-0.377;K1III;1.144;-106.589011;28.281073;6.971851;-0.964630878;0.255943798;0.063095273;2.882240255;0.063137181;;58;Leo;1;53651;;123.2537098;;;
53669;53824;95382;4294;;59    Leo;;11.012445;6.101449;46.3607;-51.03;-22.24;-12;4.98;1.649;A5III;0.166;-44.565858;11.785895;4.927631;-0.96128527;0.254221679;0.106288969;2.883051395;0.10649038;;59;Leo;1;53669;;19.07216521;;;
53751;53907;95578;4299;;61    Leo;;11.030465;-2.484585;179.2115;9.58;-36.11;-14;4.73;-1.537;K5III;1.593;-173.306253;44.95891;-7.76892;-0.967048727;0.250870675;-0.043350566;2.887769015;-0.043364185;;61;Leo;1;53751;;358.756683;;;
53754;53910;95418;4295;Wo 9343;48Bet UMa;Merak;11.030677;56.382427;24.4499;81.66;33.74;-12;2.34;0.399;A1V;0.033;-13.103033;3.398358;20.360601;-0.535913562;0.138992716;0.832747823;2.887824569;0.984058986;Bet;48;UMa;1;53754;;60.31148196;;;
53798;53954;95608;4300;;60    Leo;;11.038827;20.179842;38.8651;-9.6;39.57;-10;4.42;1.472;A1m;0.053;-35.330409;9.082879;13.407184;-0.909052312;0.233702705;0.344967181;2.889958028;0.352204684;;60;Leo;1;53798;;22.44915508;;;
53905;54061;95689;4301;;50Alp UMa;Dubhe;11.062155;61.751033;37.679;-136.46;-35.25;-9;1.81;-1.07;F7V comp;1.061;-17.298705;4.33488;33.191332;-0.459107328;0.115047639;0.88089737;2.89606535;1.077758845;Alp;50;UMa;1;53905;;233.3458062;;;
54024;54182;96097;4310;;63Chi Leo;;11.083619;7.336007;28.9939;-344.41;-47.4;5;4.62;2.308;F2III-IVvar;0.332;-27.933018;6.832954;3.702177;-0.963410166;0.235668675;0.127688134;2.901684708;0.128037481;Chi;63;Leo;1;54024;;10.39441375;;;
54046;54204;96202;4314;NN 3642A;Chi1Hya;;11.088867;-27.293612;43.2339;-190.74;-6.87;19.1;4.92;1.741;F3IV/V;0.369;-37.332873;9.078033;-19.825005;-0.86350926;0.209974881;-0.458552317;2.9030586;-0.476363399;Chi-1;;Hya;1;54046;NN 3642;17.52265862;;;
54143;54301;96566;4325;Gl 412.1;;;11.109015;-62.424113;122.1001;-36.83;9.57;-2;4.62;-0.814;G8III;0.988;-54.992171;13.065371;-108.229327;-0.450385962;0.107005408;-0.886398349;2.908333237;-1.089506308;;;Car;1;54143;;184.331688;;;
54304;54463;96918;4337;;;;11.143165;-58.975037;100000;-5.03;2.09;7;3.93;-16.07;G0Ia0;1.225;-50249.82514;11464.94966;-85694.28228;-0.502498251;0.114649497;-0.856942823;2.917273676;-1.029308568;;;Car;1;54304;;233345806.2;V382;3.991;3.901
54380;54539;96833;4335;;52Psi UMa;;11.161062;44.498487;44.3066;-62.35;-27.38;-4;3;-0.232;K1III;1.144;-30.843315;6.88533;31.054046;-0.696133646;0.155401904;0.700889845;2.921959184;0.776645106;Psi;52;UMa;1;54380;;107.8449963;;;
54522;54682;97277;4343;Gl 416.1;11Bet Crt;;11.194302;-22.825847;104.2753;4.73;-99.06;6.4;4.46;-0.631;A1V;0.025;-93.979241;20.122462;-40.451687;-0.901260807;0.192974386;-0.387931629;2.93066154;-0.398386187;Bet;11;Crt;1;54522;;155.7399389;;;
54591;54751;97534;4352;;;;11.210005;-60.317625;100000;-6.23;2.33;-8;4.59;-15.41;A6Ia;0.541;-48463.82944;10168.72064;-86878.38824;-0.484638294;0.101687206;-0.868783882;2.934772343;-1.052741152;;;Car;1;54591;;127057410.5;V533;4.622;4.562
54712;54872;97603;4357;Gl 419;68Del Leo;Zosma;11.235138;20.523717;17.9147;143.31;-130.43;-20.2;2.56;1.294;A4V;0.128;-16.442201;3.337108;6.280742;-0.917804987;0.186277638;0.350591525;2.941352165;0.358206432;Del;68;Leo;1;54712;;26.44843627;;;
54718;54879;97633;4359;;70The Leo;;11.237335;15.42957;50.6073;-59.01;-79.37;8;3.33;-0.191;A2V;-0.003;-47.814213;9.675761;13.464276;-0.944808615;0.19119299;0.266054028;2.941927453;0.269296801;The;70;Leo;1;54718;;103.8484455;;;
54789;54951;97778;4362;;72    Leo;;11.253397;23.095502;294.1176;-22.24;-9.48;16;4.56;-2.783;M3III;1.657;-265.39327;52.544691;115.372069;-0.902337262;0.178651978;0.392265097;2.946132509;0.403092556;;72;Leo;1;54789;;1130.316325;;;
54921;55084;98058;4368;;74Phi Leo;;11.277695;-3.651601;56.4653;-108.15;-35.76;-3;4.45;0.691;A7IVn;0.21;-55.346129;10.592461;-3.596235;-0.980179491;0.187592397;-0.063689292;2.952493568;-0.063732461;Phi;74;Leo;1;54921;;46.0892881;;;
55055;55219;98262;4377;;54Nu  UMa;;11.307983;33.094306;122.399;-26.61;27.51;-9;3.49;-1.949;K3III SB;1.4;-100.864256;18.476143;66.832099;-0.824061112;0.150950114;0.546018342;2.960423095;0.577604597;Nu;54;UMa;1;55055;;524.3243172;;;
55102;55266;98353;4380;;55    UMa;;11.318864;38.185557;58.8235;-57.15;-68.1;-3;4.76;0.912;A2V;0.113;-45.502825;8.201254;36.365276;-0.773548412;0.139421388;0.618210001;2.963271639;0.666463691;;55;UMa;1;55102;;37.60105237;;;
55118;55282;98430;4382;;12Del Crt;;11.322347;-14.778541;56.9476;-124.47;206.61;-5;3.56;-0.217;K0III;1.112;-54.199405;9.717642;-14.52639;-0.951741689;0.170641818;-0.255083445;2.96418357;-0.257934205;Del;12;Crt;1;55118;;106.3653075;;;
55260;55425;98718;4390;;Pi  Cen;;11.350117;-54.491019;109.6491;-35.32;-2.2;9;3.9;-1.3;B5Vn;-0.157;-62.768014;10.783606;-89.257117;-0.572444407;0.098346507;-0.814025076;2.971453709;-0.951047698;Pi;;Cen;1;55260;;288.4031503;;;
55269;55434;98664;4386;;77Sig Leo;;11.352276;6.029322;67.4764;-91.76;-12.83;-5;4.05;-0.096;B9.5Vs;-0.058;-66.140622;11.324464;7.087542;-0.980203775;0.167828515;0.105037346;2.972018976;0.105231515;Sig;77;Leo;1;55269;;95.14807364;;;
55395;55560;98839;4392;;56    UMa;;11.380442;43.482703;163.3987;-36.87;-13.85;3;4.99;-1.076;G8II;0.998;-117.003029;19.146141;112.440475;-0.716058506;0.117174378;0.688135677;2.979392822;0.758916333;;56;UMa;1;55395;;234.6388924;;;
55476;55642;99028;4399;;78Iot Leo;;11.398736;10.529509;23.6742;140.75;-77.8;-10;4;2.129;F2IV SB;0.423;-22.987695;3.648687;4.326252;-0.971001977;0.154120815;0.182741212;2.984182196;0.183774594;Iot;78;Leo;1;55476;;12.25744632;;;
55521;55687;99167;4402;;14Eps Crt;;11.410164;-10.859323;115.3403;-24.14;24.46;3;4.81;-0.5;K5III;1.556;-111.927049;17.422325;-21.729917;-0.970407126;0.151051497;-0.188398305;2.987174011;-0.189530945;Eps;14;Crt;1;55521;;138.0384265;;;
55539;55705;99211;4405;;15Gam Crt;;11.414702;-17.68401;25.2398;-97.01;3.22;1;4.06;2.05;A9V;0.216;-23.765377;3.670362;-7.667025;-0.941583412;0.145419615;-0.303767264;2.988361948;-0.308644192;Gam;15;Crt;1;55539;;13.18256739;;;
55779;55945;99648;4418;;84Tau Leo;;11.465622;2.856265;172.4138;17.32;-10.41;-9;4.95;-1.233;G8II-III;1;-170.517134;24.012169;8.591477;-0.988999338;0.139270575;0.049830565;3.001692873;0.049851235;Tau;84;Leo;1;55779;;271.1440009;;;
55959;56127;99998;4432;;87    Leo;;11.505248;-3.003501;185.1852;19.78;-17.14;19;4.77;-1.568;K4III;1.529;-183.381869;23.886401;-9.703152;-0.990262013;0.128986555;-0.052397017;3.012066917;-0.052420973;;87;Leo;1;55959;;369.1475582;;;
56044;56211;100029;4434;;1Lam Dra;;11.523407;69.331076;102.145;-41.14;-18.79;7;3.82;-1.226;M0IIIvar;1.613;-35.773586;4.486959;95.570558;-0.350223565;0.043927348;0.935636184;3.01682084;1.210055547;Lam;1;Dra;1;56044;;269.4014941;;;
56113;56280;100286;4443;;;;11.53789;-29.261022;26.295;-20.32;144.4;10;4.93;2.831;F8V;0.54;-22.772217;2.768505;-12.852752;-0.866028408;0.105286366;-0.488790721;3.020612652;-0.510701184;;;Hya;1;56113;;6.420960526;;;
56174;56343;100407;4450;;Xi  Hya;;11.550038;-31.857625;39.7456;-209.09;-41.6;-5;3.54;0.544;G8III;0.947;-33.524411;3.96759;-20.978114;-0.843474775;0.099824635;-0.52780972;3.023792892;-0.55602045;Xi;;Hya;1;56174;;52.77156818;;;
56311;56480;100673;4460;;;;11.579355;-54.264091;130.719;-55.55;16.64;3;4.62;-0.962;B9V;-0.077;-75.883966;8.390759;-106.106941;-0.580512137;0.064189284;-0.811717815;3.031468156;-0.947087056;;;Cen;1;56311;;211.2515966;;;
56392;56561;100841;4467;;Lam Cen;;11.596363;-63.019841;128.7001;-33.84;-6.87;-1;3.11;-2.438;B9II:;-0.044;-58.063196;6.158685;-114.692848;-0.451151134;0.047852993;-0.891163628;3.035920854;-1.099903727;Lam;;Cen;1;56392;;822.6213939;;;
56464;56633;100889;4468;;21The Crt;;11.611365;-9.802247;85.9845;-59.32;2.82;1;4.7;0.028;B9.5Vn;-0.073;-84.291063;8.605864;-14.638702;-0.980305322;0.100086225;-0.170248149;3.039848237;-0.17108148;The;21;Crt;1;56464;;84.8789503;;;
56478;56647;100920;4471;;91Ups Leo;;11.615814;-0.823749;55.6483;1.3;43.43;1;4.3;0.573;G9III;0.983;-55.361348;5.587078;-0.800036;-0.994843472;0.100399797;-0.014376648;3.041013003;-0.014377127;Ups;91;Leo;1;56478;;51.38069802;;;
56753;56922;101431;4494;;Omi Hya;;11.670221;-34.74466;137.5516;-44.04;-1.84;6;4.7;-0.992;B9V;-0.07;-112.605217;9.746158;-78.393462;-0.81863982;0.070854559;-0.569920394;3.055256645;-0.606408709;Omi;;Hya;1;56753;;217.1700843;;;
56816;56986;101570;4499;;;;11.681568;-62.090101;272.4796;-15;1.08;14;4.93;-2.247;G3Ib;1.111;-127.100039;10.620449;-240.786185;-0.466457082;0.038977043;-0.883685182;3.058227282;-1.0836767;;;Cen;1;56816;;689.9220098;;;
57111;57283;102070;4514;;27Zet Crt;;11.746049;-18.350674;108.2251;27.15;-24.56;-5;4.71;-0.462;G8III;0.958;-102.494591;6.824337;-34.072715;-0.947050093;0.063056879;-0.314831911;3.075108316;-0.320279687;Zet;27;Crt;1;57111;;133.2907464;;;
57156;57328;102124;4515;;2Xi  Vir;;11.754733;8.258119;37.4111;59.66;-22.8;-1;4.84;1.975;A4V;0.174;-36.946879;2.37565;5.373462;-0.987591357;0.063501207;0.143632826;3.077381956;0.144131372;Xi;2;Vir;1;57156;;14.12537545;;;
57190;57363;102249;4520;;Lam Mus;;11.760141;-66.728763;38.9864;-100.42;33.21;16;3.63;0.675;A7III;0.16;-15.372609;0.966692;-35.814787;-0.394306963;0.024795621;-0.918648221;3.078797793;-1.164636613;Lam;;Mus;1;57190;;46.77351413;;;
57208;57380;102212;4517;;3Nu  Vir;;11.764322;6.529376;90.0901;-19.65;-180.02;51;4.04;-0.733;M0III;1.501;-89.335882;5.519063;10.244433;-0.991628181;0.061261593;0.113713194;3.079892284;0.113959115;Nu;3;Vir;1;57208;;171.0802988;Nu;4.062;4.002
57226;57399;102224;4518;;63Chi UMa;;11.767515;47.779406;56.3063;-138.38;28.37;-9;3.69;-0.063;K0III;1.181;-37.766969;2.301619;41.698309;-0.670741445;0.040876758;0.740562051;3.080728174;0.833907947;Chi;63;UMa;1;57226;;92.29963848;;;
57266;57439;102350;4522;;;;11.775232;-61.178398;119.4743;-21.85;-16.23;-3;4.11;-1.276;G0II;0.895;-57.496946;3.387322;-104.674396;-0.48124949;0.028351888;-0.87612479;3.0827486;-1.067764483;;;Cen;1;57266;;282.0979954;;;
