id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
728,730,469,23,,,,0.150660,-54.001931,128.3697,46.45,13.08,1.0,6.320,0.778,G4IV...,0.738,75.391635,2.975289,-103.855819,0.00000604,0.00002917,0.00000396,0.03944260246460291,-0.9425115001307462,0.00000022519595461805556,0.000000063413629,,,Phe,1,728,,42.54024629440678,,,
744,746,432,21,Gl 8,11Bet Cas,Caph,0.152887,59.149780,16.7842,523.39,-180.42,11.3,2.280,1.155,F2III-IV,0.380,8.600014,0.344589,14.409503,0.00001681,0.00004329,0.00000239,0.040025852830323276,1.0323584043676326,0.0000025374663226597225,-0.000000874700842,Bet,11,Cas,1,744,,30.06076302628229,Bet,2.303,2.263
758,760,431,20,,,,0.155525,79.714545,105.4852,106.17,-39.37,1.0,6.010,0.894,A7IV,0.203,18.819015,0.767057,103.790103,0.00001777,0.00005506,-0.00000259,0.04071640485849065,1.3912812778774724,0.0000005147266846458333,-0.000000190871146,,,Cep,1,758,,38.22962165659194,,,
763,765,496,25,Gl 9.1,Eps Phe,,0.156836,-45.747426,44.2087,122.15,-180.13,-9.2,3.880,0.652,K0III,1.013,30.823770,1.266396,-31.665333,-0.00003526,0.00002475,-0.00002020,0.04105967874921949,-0.7984432093302175,0.0000005921999107986112,-0.000000873294882,Eps,,Phe,1,763,,47.7749234659094,,,
811,813,560,26,,34    Psc,,0.167278,11.145813,93.6330,29.73,1.64,14.0,5.540,0.683,B9V,-0.064,91.778975,4.021883,18.099895,0.00001330,0.00001409,0.00000350,0.043793360182188254,0.19453113557076,0.00000014413510722916667,0.000000007950944,,34,Psc,1,811,,46.43014072818033,,,
812,814,636,30,,Gam3Oct,,0.167293,-82.224047,78.0640,-21.66,-20.39,15.0,5.290,0.828,K1/K2III,1.049,10.551931,0.462380,-77.346312,-0.00000521,-0.00000843,-0.00001624,0.04379732015687193,-1.4350803419682037,-0.00000010501064320833333,-0.000000098853509,Gam-3,,Oct,1,812,,40.625619818684335,,,
838,840,587,29,,,,0.171908,-5.248588,58.3090,34.98,-29.01,24.0,5.840,2.011,K1III,0.973,58.005940,2.612349,-5.333956,0.00002322,0.00001094,-0.00001041,0.04500547089347276,-0.09160513463892,0.00000016958782545833334,-0.000000140644448,,,Psc,1,838,,13.66469680740465,,,
871,873,645,31,,,,0.178565,-12.579897,75.0188,149.39,-38.22,6.0,5.840,1.464,K0III,1.000,73.137904,3.421562,-16.339167,0.00000042,0.00005441,-0.00001490,0.04674809930262709,-0.219560616338145,0.0000007242631573819444,-0.000000185295788,,,Cet,1,871,,22.615177461083626,,,
1065,1067,886,39,,88Gam Peg,Algenib,0.220598,15.183596,120.0480,4.70,-8.24,4.0,2.830,-2.567,B2IV,-0.190,115.664183,6.687324,31.442127,0.00000504,0.00000303,-0.00000356,0.05775241337962613,0.2650037404493388,0.000000022786242986111112,-0.000000039948647,Gam,88,Peg,1,1065,,926.4031007363994,Gam,2.846,2.816
1470,1473,1404,68,,25Sig And,,0.305463,36.785224,41.3223,-66.51,-42.48,-8.0,4.510,1.429,A2V,0.054,32.988623,2.643715,24.744457,-0.00000039,-0.00001340,-0.00001171,0.07997000556618429,0.6420232749475537,-0.00000032244957893749997,-0.000000205948851,Sig,25,And,1,1470,,23.356082466252186,,,
1559,1562,1522,74,,8Iot Cet,,0.323799,-8.823921,84.1751,-14.37,-37.84,19.0,3.560,-1.066,K2III,1.214,82.880324,7.042663,-12.912353,0.00001727,-0.00000442,-0.00001824,0.08477025140739841,-0.15400648121809002,-0.00000006966772589583332,-0.000000183453496,Iot,8,Cet,1,1559,,232.4877101501645,,,
1595,1599,1581,77,Gl 17,Zet Tuc,,0.334142,-64.874791,8.5866,1707.56,1165.36,9.0,4.230,4.561,F9V,0.576,3.631914,0.318885,-7.774227,0.00004144,0.00007498,0.00001226,0.08747810173923232,-1.1322786980338138,0.000008278484483694444,0.000005649824707,Zet,,Tuc,1,1595,,1.3049684141302225,,,
2016,2021,2151,98,Gl 19,Bet Hyi,,0.427916,-77.254247,7.4588,2220.12,324.37,22.9,2.820,3.457,G2IV,0.618,1.635267,0.184517,-7.275205,0.00000754,0.00008163,-0.00002026,0.11202811014799156,-1.3483409638363189,0.000010763445484749999,0.000001572590135,Bet,,Hyi,1,2016,,3.6074473386419155,,,
2069,2072,2262,100,Gl 20,Kap Phe,,0.436716,-43.679829,23.8095,106.14,32.83,11.3,3.930,2.046,A7V,0.175,17.106924,1.964466,-16.443574,0.00000951,0.00001342,-0.00000524,0.11433201758585475,-0.7623568403121038,0.0000005145812405416667,0.000000159164331,Kap,,Phe,1,2069,,13.231223331133709,,,
2076,2081,2261,99,,Alp Phe,Ankaa,0.438056,-42.305981,25.9740,232.76,-353.64,75.0,2.400,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,0.00002323,0.00003218,-0.00008456,0.11468290295782503,-0.7383786688321162,0.000001128452322861111,-0.000001714495099,Alp,,Phe,1,2076,,64.44659847416881,,,
2478,2484,2884,126,,Bet1Tuc,,0.525725,-62.958218,41.4079,82.48,-54.37,14.0,4.360,1.275,B9V,-0.064,18.647710,2.582977,-36.881102,-0.00000545,0.00001596,-0.00001771,0.13763439990033258,-1.0988281874404826,0.0000003998743237222222,-0.000000263593198,Bet-1,,Tuc,1,2478,,26.915348039269155,,,
2914,2920,3360,153,,17Zet Cas,,0.616188,53.896909,181.8182,17.77,-9.15,2.0,3.690,-2.608,B2IV,-0.196,105.743565,17.207892,146.901502,0.00000511,0.00001670,-0.00000310,0.16131768182467154,0.9406785238460538,0.00000008615139103472223,-0.000000044360451,Zet,17,Cas,1,2914,,962.0552191862149,,,
3025,3031,3546,163,,30Eps And,,0.642602,29.311751,50.2260,-229.41,-254.08,-84.0,4.340,0.835,G5III...,0.871,43.176578,7.332959,24.588338,-0.00003464,-0.00006254,-0.00009600,0.1682326801531851,0.5115865716222587,-0.0000011122110645625,-0.000001231814599,Eps,30,And,1,3025,,40.36453929676048,,,
3086,3092,3627,165,,31Del And,,0.655462,30.861024,32.3520,115.38,-83.05,-7.0,3.270,0.720,K3III...,1.268,27.363473,4.742224,16.595166,-0.00000256,0.00001792,-0.00001485,0.17159965555771547,0.5386264769195913,0.000000559378024625,-0.000000402637761,Del,31,And,1,3086,,44.87453899331323,,,
3172,3179,3712,168,,18Alp Cas,Shedir,0.675116,56.537331,69.9790,50.36,-32.17,-4.0,2.240,-1.985,K0II-IIIvar,1.170,37.984817,6.784483,58.379619,0.00000374,0.00001802,-0.00000943,0.17674488133148336,0.9867625763100912,0.00000024415216952777776,-0.000000155964561,Alp,18,Cas,1,3172,,542.0008904016238,Alp,2.25,2.23
3398,3405,4150,191,,Eta Phe,,0.722567,-57.463060,75.5287,-5.16,15.50,2.0,4.360,-0.031,A0IV,0.024,39.897951,7.638724,-63.674097,0.00000613,-0.00000075,0.00000133,0.18916758310662324,-1.00291959247145,-0.00000002501638591666667,0.00000007514612,Eta,,Phe,1,3398,,89.61898068616138,,,
3413,3419,4128,188,Gl 31,16Bet Cet,Diphda,0.726490,-17.986605,29.5334,232.79,32.71,13.3,2.040,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,0.00000782,0.00003545,0.00000025,0.19019464223046095,-0.31392547040265245,0.0000011285977669652777,0.000000158582554,Bet,16,Cet,1,3413,,116.09138701261821,,,
3685,3693,4502,215,,34Zet And,,0.788981,24.267178,58.0046,-101.23,-81.89,-24.0,4.080,0.263,K1II,1.100,51.755023,10.844894,23.839349,-0.00000680,-0.00003051,-0.00003108,0.20655470770222276,0.4235421551281737,-0.0000004907768888263889,-0.000000397013923,Zet,34,And,1,3685,,68.35967668381046,Zet,4.112,4.042
3778,3786,4656,224,,63Del Psc,,0.811373,7.585079,95.4198,83.14,-50.48,32.0,4.440,-0.458,K5III,1.500,92.459279,19.940749,12.595285,0.00002662,0.00004508,-0.00001883,0.21241702989832262,0.13238460457798126,0.0000004030740940138889,-0.000000244733945,Del,63,Psc,1,3778,,132.8005886243731,,,
3814,3821,4614,219,Gl 34A,24Eta Cas,,0.818260,57.815187,5.9531,1087.11,-559.65,8.2,3.460,4.586,G0V SB,0.587,3.098462,0.674227,5.038376,0.00001105,0.00003451,-0.00000150,0.2142198755075235,1.0090653769770737,0.000005270458002687499,-0.000002713259763,Eta,24,Cas,1,3814,Gl  34,1.2752637064597296,Eta,3.507,3.457
3871,3881,4727,226,,35Nu  And,,0.830234,41.078911,189.3939,22.68,-18.05,-24.0,4.530,-1.857,B5V SB,-0.136,139.406857,30.787155,124.450180,-0.00001192,0.00001869,-0.00002862,0.21735479311274905,0.7169622462973962,0.00000010995574275,-0.000000087508869,Nu,35,And,1,3871,,481.72590355916344,,,
4417,4427,5394,264,,27Gam Cas,Cih,0.945143,60.716740,168.3502,25.65,-3.82,-7.0,2.150,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,-0.00000589,0.00002010,-0.00000777,0.2474379511037043,1.0597070289510324,0.0000001243547090625,-0.000000018519882,Gam,27,Cas,1,4417,,3407.218616593573,Gam,2.173,2.133
4426,4436,5448,269,,37Mu  And,,0.945885,38.499345,39.7772,152.78,36.82,8.0,3.860,0.862,A5V,0.130,30.180673,7.630372,24.761577,-0.00000530,0.00002905,0.00001065,0.2476321701104851,0.6719403219484738,0.0000007406983411527778,0.000000178508397,Mu,37,And,1,4426,,39.37313537008504,,,
4567,4577,5737,280,,Alp Scl,,0.976766,-29.357449,238.0952,22.44,6.30,10.0,4.300,-2.584,B7IIIp,-0.154,200.770598,52.489589,-116.727788,0.00000552,0.00002821,0.00000132,0.25571683893166175,-0.5123841447464662,0.00000010879218991666668,0.000000030543261,Alp,,Scl,1,4567,,941.0224835267508,Alp,4.308,4.298
4896,4906,6186,294,,71Eps Psc,,1.049058,7.890135,55.7414,-80.57,25.88,7.0,4.270,0.539,K0III,0.952,53.144471,14.974142,7.651854,0.00001181,-0.00001929,0.00000791,0.2746427451241538,0.137708841860575,-0.000000390614382423611,0.00000012546978,Eps,71,Psc,1,4896,,53.01515066784589,,,
5154,5165,6595,322,,Bet Phe,,1.101407,-46.718414,100000.0000,-70.16,31.60,-1.0,3.320,-16.680,G8IIIvar,0.885,65728.037190,19495.774096,-72799.312620,0.02036281,-0.02943628,0.01050305,0.2883477037288151,-0.8153901374901737,-0.0000003401452782777778,0.000000153201123,Bet,,Phe,1,5154,,409260659.730011,,,
5337,5348,6882,338,,Zet Phe,,1.139742,-55.245760,91.5751,21.17,29.70,15.0,3.940,-0.869,B6V + B0V,-0.120,49.896436,15.346501,-75.238648,0.00001595,0.00001474,-0.00000509,0.2983838460567415,-0.9642204110904488,0.00000010263505617361113,0.000000143989663,Zet,,Phe,1,5337,,193.9099078614849,Zet,4.199,3.929
5353,5364,6805,334,NN 3075,31Eta Cet,,1.143164,-10.182264,37.9939,215.81,-138.33,12.9,3.460,0.561,K2III,1.161,35.733354,11.025427,-6.716585,-0.00000361,0.00004048,-0.00002741,0.29927957191853505,-0.177714035124185,0.0000010462764040069444,-0.000000670642764,Eta,31,Cet,1,5353,,51.95172830110675,,,
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.070,-1.840,M0IIIvar,1.576,46.946371,14.741814,35.255129,0.00000223,0.00005471,-0.00002725,0.30426179273798976,0.6216960120690613,0.0000008512843416875,-0.000000544106393,Bet,43,And,1,5436,,474.2419852602448,,,
5574,5586,7106,352,,83Tau Psc,,1.194342,30.089638,51.7598,74.29,-37.61,30.0,4.510,0.940,K0III-IV...,1.092,42.613504,13.776233,25.950131,0.00002403,0.00002736,0.00000722,0.31267791947072876,0.5251632565387813,0.00000036016808328472225,-0.000000182338425,Tau,83,Psc,1,5574,,36.643757464783334,,,
5730,5742,7318,360,,85Phi Psc,,1.229152,24.583713,136.7989,18.58,-21.26,6.0,4.670,-1.010,K0III...,1.047,118.013398,39.343134,56.911417,0.00000696,0.00001531,-0.00001027,0.32179115618584114,0.42906673612535495,0.00000009007838184722222,-0.000000103071388,Phi,85,Psc,1,5730,,220.80047330188992,,,
6179,6193,7964,383,,90Ups Psc,,1.324443,27.264059,94.4287,26.21,-11.62,8.0,4.740,-0.136,A3V,0.032,78.942697,28.524892,43.257068,0.00000505,0.00001458,-0.00000098,0.3467382468595746,0.47584758906569624,0.00000012706966567361112,-0.000000056335349,Ups,90,Psc,1,6179,,98.7188301068396,,,
6523,6537,8512,402,,45The Cet,,1.400390,-8.183257,34.8918,-78.38,-206.88,17.0,3.600,0.886,K0III,1.065,32.241501,12.380133,-4.966510,0.00001617,-0.00000799,-0.00003711,0.36662135102657534,-0.1428247700972425,-0.0000003799969628194444,-0.000001002982542,The,45,Cet,1,6523,,38.51234824289314,,,
6672,6686,8538,403,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7.0,2.660,0.240,A5Vv SB,0.160,14.082378,5.534130,26.457567,-0.00000685,0.00004450,0.00000258,0.37442958727661074,1.0513040155749624,0.0000014410601840833333,-0.00000023993429,Del,37,Cas,1,6672,,69.82324040771711,Del,2.666,2.656
6853,6867,9053,429,,Gam Phe,,1.472759,-43.318234,71.6332,-18.21,-207.71,26.0,3.410,-0.866,K5II-III,1.542,48.291055,19.600485,-49.144111,-0.00002555,-0.00001719,-0.00007072,0.38556730351000174,-0.7560458063068313,-0.00000008828457122916667,-0.000001007006495,Gam,,Phe,1,6853,,193.37485452952552,Gam,3.478,3.388
6946,6960,9132,433,,48    Cet,,1.493370,-21.629339,71.3776,55.64,3.22,1.0,5.110,0.842,A0V,0.028,61.345007,25.285292,-26.309830,-0.00000608,0.00001832,0.00000066,0.3909633993154038,-0.37750317840375003,0.00000026975033186111114,0.000000015611,,48,Cet,1,6946,,40.10513660865759,,,
7068,7083,9362,440,,Del Phe,,1.520851,-49.072702,43.5730,138.22,154.20,-7.0,3.930,0.734,K0III-IV,0.972,26.311780,11.067445,-32.921160,0.00000704,0.00003464,0.00002675,0.39815775445785606,-0.8564802246514187,0.000000670109469263889,0.000000747582695,Del,,Phe,1,7068,,44.299619910036355,,,
7083,7097,9270,437,,99Eta Psc,,1.524725,15.345823,107.1811,25.73,-3.29,15.0,3.620,-1.531,G8III,0.974,95.233975,40.171366,28.364911,0.00000885,0.00001824,0.00000241,0.3991719864974001,0.26783513743426246,0.00000012474256000694444,-0.00000001595037,Eta,99,Psc,1,7083,,356.77958828856265,,,
7574,7588,10144,472,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,88.02,-40.08,16.0,0.450,-2.705,B3Vp,-0.158,21.065573,9.568417,-35.951967,-0.00000584,0.00001738,-0.00001826,0.42635506591376426,-0.9989698692415762,0.00000042673300162500003,-0.000000194313323,Alp,,Eri,1,7574,,1051.9618738232234,Alp,0.487,0.427
7593,7607,9927,464,,51    And,,1.633205,48.628213,54.3183,60.90,-112.42,16.0,3.590,-0.085,K3III,1.275,32.669331,14.886999,40.762548,0.00002341,0.00002829,-0.00000729,0.42757205945090027,0.8487224280090337,0.00000029525153145833333,-0.000000545027539,,51,And,1,7593,,94.18895965228413,,,
7869,7884,10380,489,,106Nu  Psc,,1.690526,5.487613,111.3586,-22.73,3.61,0.4,4.450,-0.784,K3III,1.347,100.168039,47.473101,10.649285,0.00000545,-0.00001099,0.00000198,0.44257871976619106,0.09577691814051376,-0.00000011019814959027778,0.000000017501773,Nu,106,Psc,1,7869,,179.30813770804414,,,
8087,8102,10700,509,Gl 71,52Tau Cet,,1.734479,-15.937480,3.6502,-1721.82,854.07,-17.0,3.490,5.678,G8V,0.727,3.154083,1.539508,-1.002260,0.00000207,-0.00003289,0.00001931,0.4540854403344977,-0.27816150132824125,-0.000008347618914541667,0.000004140648201,Tau,52,Cet,1,8087,,0.46644452520377955,,,
8183,8198,10761,510,,110Omi Psc,,1.756564,9.157736,85.6898,70.82,38.99,14.0,4.260,-0.405,K0III,0.942,75.808974,37.546943,13.637807,-0.00000270,0.00003149,0.00001827,0.459867349269175,0.15983264100247252,0.00000034334504856944437,0.000000189028854,Omi,110,Psc,1,8183,,126.4736347471151,,,
8628,8645,11353,539,,55Zet Cet,,1.857676,-10.335038,72.0461,38.78,-38.04,9.0,3.740,-0.548,K2III,1.136,62.659060,33.127470,-12.925362,-0.00000043,0.00001509,-0.00001472,0.48633841109402154,-0.180380435702335,0.00000018801074531944445,-0.000000184423124,Zet,55,Cet,1,8628,,144.27796231294775,,,
8777,8796,11443,544,Gl 78.1,2Alp Tri,,1.884696,29.578829,19.4175,12.02,-233.69,-16.2,3.420,1.979,F6IV,0.488,14.872602,7.998180,9.584806,-0.00000366,-0.00000069,-0.00002731,0.49341234590278854,0.5162479585904625,0.000000058274604402777775,-0.00000113296109,Alp,2,Tri,1,8777,,14.073431383183483,Alp,3.429,3.409
8813,8832,11502,546,,5Gam2Ari,,1.892170,19.293852,50.3018,79.43,-99.10,-1.0,3.880,0.372,A1p Si,-0.047,41.769649,22.568336,16.620371,-0.00000303,0.00002038,-0.00002315,0.4953689125156816,0.3367412380593763,0.00000038508750646527776,-0.000000480450357,Gam-2,5,Ari,1,8813,,61.83010727517132,Gam,3.892,3.872
8867,8886,11415,542,,45Eps Cas,,1.906584,63.670101,126.2626,31.98,-18.66,-8.0,3.350,-2.156,B2pvar,-0.150,49.169644,26.806887,113.163436,-0.00000357,0.00002035,-0.00001240,0.4991424996298816,1.11125290442047,0.00000015504341504166668,-0.000000090466232,Eps,45,Cas,1,8867,,634.453795775715,,,
8884,8903,11636,553,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,96.32,-108.80,-4.0,2.640,1.365,A5V...,0.165,14.752622,8.063457,6.389157,-0.00000443,0.00000715,-0.00001032,0.5002117420096996,0.363168721573765,0.0000004669725371111111,-0.000000527477284,Bet,6,Ari,1,8884,,24.774220576332848,,,
8989,9007,11937,566,Gl 81A,Chi Eri,,1.932564,-51.608896,17.8508,681.24,284.23,-6.3,3.690,2.432,G5IV,0.844,9.696827,5.372709,-13.991232,-0.00001521,0.00005897,0.00002032,0.5059440330162774,-0.900745155623165,0.0000033027447174166666,0.000001377985924,Chi,,Eri,1,8989,Gl  81,9.272567425805942,,,
9217,9236,12311,591,Gl 83,Alp Hyi,,1.979451,-61.569859,22.0119,262.54,26.88,15.2,2.860,1.147,F0V,0.290,9.103629,5.191033,-19.357346,-0.00000526,0.00002925,-0.00001231,0.5182191582610731,-1.0745967597182264,0.0000012728298369305554,0.000000130317917,Alp,,Hyi,1,9217,,30.283076942657782,,,
9328,9347,12274,585,,59Ups Cet,,2.000084,-21.077831,89.7666,133.01,-24.53,18.0,3.990,-0.776,K5/M0III,1.554,72.537969,41.881981,-32.283342,-0.00001739,0.00005680,-0.00001658,0.5236207634434193,-0.36787755859195626,0.0000006448506765069444,-0.000000118924795,Ups,59,Cet,1,9328,,177.99180203953355,,,
9467,9487,12446,595,,113Alp Psc,,2.034117,2.763759,46.1681,33.29,-0.42,9.0,3.820,0.498,A2,0.024,39.728779,23.413015,2.226137,0.00000414,0.00001109,0.00000035,0.5325304992016497,0.04823670218310125,0.00000016139447425694445,-0.000000002036217,Alp,113,Psc,1,9467,,55.055409848479435,Alp,3.832,3.812
9577,9598,12216,580,,50    Cas,,2.057268,72.421294,48.1696,-44.00,22.51,-14.0,3.950,0.536,A2V,-0.002,12.488444,7.461980,45.920103,-0.00000274,-0.00001361,-0.00001206,0.5385914914673299,1.2639900329011413,-0.00000021331801944444443,0.000000109131559,,50,Cas,1,9577,,53.161839507396266,,,
9618,9640,12533,603,,57Gam1And,Almaak,2.064984,42.329725,120.4819,43.08,-50.85,-12.0,2.100,-3.305,B8V,1.370,76.368059,45.840864,81.131974,-0.00000358,0.00002720,-0.00003022,0.5406116765051688,0.738793066882135,0.00000020885773358333334,-0.000000246527756,Gam-1,57,And,1,9618,,1828.1002161427427,,,
9655,9677,12767,612,,Nu  For,,2.074844,-29.296819,113.7656,12.56,8.54,19.0,4.680,-0.600,B9.5p (Si),-0.156,84.934027,51.281306,-55.669463,0.00001290,0.00001588,-0.00000540,0.5431928128102349,-0.51132594872298,0.00000006089259827777777,0.000000041403088,Nu,,For,1,9655,,151.3561248436207,Nu,4.69,4.66
9861,9884,12929,617,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,190.73,-145.77,-14.4,2.010,0.486,K2III,1.151,15.731986,9.751722,8.033610,-0.00001649,0.00001173,-0.00001894,0.554898130994913,0.4094965332621075,0.000000924685132923611,-0.000000706712902,Alp,13,Ari,1,9861,,55.6672798150948,,,
10041,10064,13161,622,,4Bet Tri,,2.159058,34.987297,38.8954,148.78,-39.13,10.0,3.000,0.051,A5III,0.140,26.909766,17.068198,22.302471,-0.00000438,0.00003044,-0.00000018,0.5652399794256968,0.6106435270585613,0.0000007213057939305555,-0.000000189707593,Bet,4,Tri,1,10041,,83.0998041044432,,,
10578,10602,14228,674,,Phi Eri,,2.275154,-51.512165,47.1254,90.75,-21.90,10.0,3.560,0.194,B8IV-V,-0.120,24.277871,16.454316,-36.887020,-0.00000960,0.00001854,-0.00001112,0.5956338357236322,-0.899056877024215,0.0000004399684151041667,-0.000000106174196,Phi,,Eri,1,10578,,72.84504232923301,,,
10645,10670,14055,664,,9Gam Tri,,2.288573,33.847194,34.4353,44.91,-52.42,14.0,4.030,1.345,A1Vnn,0.019,23.617959,16.128369,19.179839,0.00000962,0.00001565,0.00000071,0.5991469431359594,0.5907449692808537,0.0000002177298239375,-0.000000254139331,Gam,9,Tri,1,10645,,25.234807724805755,,,
